"date","site_id","restoration_type","start_time","time_segment","common_name","number","distance","HSF","scientific_name","eBird_codes","time_of_day","data_type"
2020-03-25,"SEL107R","AR","082500","083000","Indian Peafowl",1,NA,"H","Pavo cristatus","INPE","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Gray Junglefowl",12,NA,"H","Gallus sonneratii","GRJU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Spotted Dove",11,NA,"H","Streptopelia chinensis","SPDO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Asian Emerald Dove",12,NA,"H","Chalcophaps indica","AEDO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Vernal Hanging-Parrot",4,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Greater Coucal",15,NA,"H","Centropus sinensis","GRCO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","White-cheeked Barbet",16,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Black-naped Monarch",1,NA,"H","Hypothymis azurea","BNMO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Red-whiskered Bulbul",18,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Common Tailorbird",1,NA,"H","Orthotomus sutorius","COTA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Greenish Warbler",16,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Puff-throated Babbler",1,NA,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Indian Scimitar-Babbler",15,NA,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Indian White-eye",22,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Velvet-fronted Nuthatch",8,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Southern Hill Myna",5,NA,"H","Gracula indica","SHMY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Malabar Whistling-Thrush",7,NA,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083000","Nilgiri Flowerpecker",16,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Indian Peafowl",2,NA,"H","Pavo cristatus","INPE","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Gray Junglefowl",16,NA,"H","Gallus sonneratii","GRJU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Vernal Hanging-Parrot",6,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Plum-headed Parakeet",1,NA,"H","Psittacula cyanocephala","PHPA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Greater Coucal",2,NA,"H","Centropus sinensis","GRCO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Eurasian Hoopoe",18,NA,"H","Upupa epops","EUHO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","White-cheeked Barbet",20,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Red-whiskered Bulbul",20,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Common Tailorbird",7,NA,"H","Orthotomus sutorius","COTA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Greenish Warbler",10,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Puff-throated Babbler",11,NA,"H","Pellorneum ruficeps","PTBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Indian White-eye",7,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Velvet-fronted Nuthatch",4,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Southern Hill Myna",8,NA,"H","Gracula indica","SHMY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Malabar Whistling-Thrush",3,NA,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Orange-headed Thrush",4,NA,"H","Geokichla citrina","OHTH","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Nilgiri Flowerpecker",17,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","083500","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Indian Peafowl",1,NA,"H","Pavo cristatus","INPE","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Gray Junglefowl",15,NA,"H","Gallus sonneratii","GRJU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Asian Emerald Dove",8,NA,"H","Chalcophaps indica","AEDO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Vernal Hanging-Parrot",5,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Greater Coucal",1,NA,"H","Centropus sinensis","GRCO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Eurasian Hoopoe",14,NA,"H","Upupa epops","EUHO","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","White-cheeked Barbet",17,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Black-rumped Flameback",1,NA,"H","Dinopium benghalense","BRFL","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Red-whiskered Bulbul",18,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Common Tailorbird",7,NA,"H","Orthotomus sutorius","COTA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Indian Scimitar-Babbler",1,NA,"H","Pomatorhinus horsfieldii","ISBA","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Indian White-eye",8,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Velvet-fronted Nuthatch",3,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Southern Hill Myna",4,NA,"H","Gracula indica","SHMY","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Orange-headed Thrush",1,NA,"H","Geokichla citrina","OHTH","8AM to 9AM","acoustic_data"
2020-03-25,"SEL107R","AR","082500","084000","Nilgiri Flowerpecker",16,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","White-cheeked Barbet",4,NA,"H","Psilopogon viridis","WCBA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Orange Minivet",1,NA,"H","Pericrocotus flammeus","ORMI","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Red-whiskered Bulbul",2,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Yellow-browed Bulbul",15,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Square-tailed Bulbul",2,NA,"H","Hypsipetes ganeesa","STBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Blyth's Reed Warbler",12,NA,"H","Acrocephalus dumetorum","BRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Greenish Warbler",8,NA,"H","Phylloscopus trochiloides","GRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Large-billed Leaf Warbler",3,NA,"H","Phylloscopus magnirostris","LBLW","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Nilgiri Flowerpecker",12,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","094500","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Vernal Hanging-Parrot",1,NA,"H","Loriculus vernalis","VHPA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Plum-headed Parakeet",1,NA,"H","Psittacula cyanocephala","PHPA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Malabar Barbet",1,NA,"H","Psilopogon malabaricus","MABA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Ashy Drongo",1,NA,"H","Dicrurus leucophaeus","ASDR","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Red-whiskered Bulbul",12,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Square-tailed Bulbul",2,NA,"H","Hypsipetes ganeesa","STBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Blyth's Reed Warbler",16,NA,"H","Acrocephalus dumetorum","BRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Greenish Warbler",7,NA,"H","Phylloscopus trochiloides","GRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Large-billed Leaf Warbler",3,NA,"H","Phylloscopus magnirostris","LBLW","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Malabar Whistling-Thrush",6,NA,"H","Myophonus horsfieldii","MWTH","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Nilgiri Flowerpecker",4,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095000","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Vernal Hanging-Parrot",2,NA,"H","Loriculus vernalis","VHPA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Red-whiskered Bulbul",1,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Blyth's Reed Warbler",11,NA,"H","Acrocephalus dumetorum","BRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Large-billed Leaf Warbler",3,NA,"H","Phylloscopus magnirostris","LBLW","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Malabar Whistling-Thrush",1,NA,"H","Myophonus horsfieldii","MWTH","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Nilgiri Flowerpecker",12,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","095500","Crimson-backed Sunbird",5,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Eurasian Hoopoe",2,NA,"H","Upupa epops","EUHO","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Red-whiskered Bulbul",1,NA,"H","Pycnonotus jocosus","RWBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Yellow-browed Bulbul",17,NA,"H","Iole indica","YBBU","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Blyth's Reed Warbler",10,NA,"H","Acrocephalus dumetorum","BRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Greenish Warbler",15,NA,"H","Phylloscopus trochiloides","GRWA","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Nilgiri Flowerpecker",3,NA,"H","Dicaeum concolor","NIFP","9AM to 10AM","acoustic_data"
2020-12-01,"SEL107R","AR","094500","100000","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","9AM to 10AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","White-cheeked Barbet",2,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Greater Racket-tailed Drongo",3,NA,"H","Dicrurus paradiseus","GRTD","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Large-billed Crow",2,NA,"H","Corvus macrorhynchos","LBCR","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Red-whiskered Bulbul",22,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Yellow-browed Bulbul",4,NA,"H","Iole indica","YBBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Blyth's Reed Warbler",8,NA,"H","Acrocephalus dumetorum","BRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Greenish Warbler",12,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Large-billed Leaf Warbler",13,NA,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Indian White-eye",15,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Velvet-fronted Nuthatch",6,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Malabar Whistling-Thrush",7,NA,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Nilgiri Flowerpecker",3,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Crimson-backed Sunbird",2,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","080500","Common Rosefinch",1,NA,"H","Carpodacus erythrinus","CORO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Spotted Dove",2,NA,"H","Streptopelia chinensis","SPDO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Vernal Hanging-Parrot",1,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Great Hornbill",1,NA,"H","Buceros bicornis","GRHO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","White-cheeked Barbet",12,NA,"H","Psilopogon viridis","WCBA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Large-billed Crow",3,NA,"H","Corvus macrorhynchos","LBCR","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Red-whiskered Bulbul",22,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Yellow-browed Bulbul",3,NA,"H","Iole indica","YBBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Blyth's Reed Warbler",13,NA,"H","Acrocephalus dumetorum","BRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Greenish Warbler",9,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Green Warbler",8,NA,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Large-billed Leaf Warbler",3,NA,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Indian White-eye",15,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Indian Blue Robin",1,NA,"H","Larvivora brunnea","IBRO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Nilgiri Flowerpecker",11,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081000","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Red-whiskered Bulbul",24,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Blyth's Reed Warbler",15,NA,"H","Acrocephalus dumetorum","BRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Greenish Warbler",6,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Green Warbler",4,NA,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Large-billed Leaf Warbler",1,NA,"H","Phylloscopus magnirostris","LBLW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Indian White-eye",6,NA,"H","Zosterops palpebrosus","IWEY","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Velvet-fronted Nuthatch",1,NA,"H","Sitta frontalis","VFNU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Orange-headed Thrush",2,NA,"H","Geokichla citrina","OHTH","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Indian Blue Robin",3,NA,"H","Larvivora brunnea","IBRO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","081500","Nilgiri Flowerpecker",7,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Spotted Dove",15,NA,"H","Streptopelia chinensis","SPDO","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Vernal Hanging-Parrot",5,NA,"H","Loriculus vernalis","VHPA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Plum-headed Parakeet",3,NA,"H","Psittacula cyanocephala","PHPA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Red-whiskered Bulbul",18,NA,"H","Pycnonotus jocosus","RWBU","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Blyth's Reed Warbler",5,NA,"H","Acrocephalus dumetorum","BRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Greenish Warbler",8,NA,"H","Phylloscopus trochiloides","GRWA","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Green Warbler",11,NA,"H","Phylloscopus nitidus","GRNW","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Malabar Whistling-Thrush",1,NA,"H","Myophonus horsfieldii","MWTH","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Orange-headed Thrush",4,NA,"H","Geokichla citrina","OHTH","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Asian Brown Flycatcher",8,NA,"H","Muscicapa dauurica","ABFL","8AM to 9AM","acoustic_data"
2020-12-04,"SEL107R","AR","080500","082000","Nilgiri Flowerpecker",8,NA,"H","Dicaeum concolor","NIFP","8AM to 9AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Spotted Dove",12,NA,"H","Streptopelia chinensis","SPDO","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Vernal Hanging-Parrot",5,NA,"H","Loriculus vernalis","VHPA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","White-cheeked Barbet",14,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Red-whiskered Bulbul",24,NA,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Greenish Warbler",3,NA,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Large-billed Leaf Warbler",12,NA,"H","Phylloscopus magnirostris","LBLW","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Indian White-eye",8,NA,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Malabar Whistling-Thrush",8,NA,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Orange-headed Thrush",18,NA,"H","Geokichla citrina","OHTH","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Indian Blue Robin",2,NA,"H","Larvivora brunnea","IBRO","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Tickell's Blue Flycatcher",5,NA,"H","Cyornis tickelliae","TBFL","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Nilgiri Flowerpecker",15,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074000","Crimson-backed Sunbird",1,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Spotted Dove",2,NA,"H","Streptopelia chinensis","SPDO","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Vernal Hanging-Parrot",6,NA,"H","Loriculus vernalis","VHPA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","White-cheeked Barbet",24,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Red-whiskered Bulbul",21,NA,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Blyth's Reed Warbler",3,NA,"H","Acrocephalus dumetorum","BRWA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Greenish Warbler",10,NA,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Indian Scimitar-Babbler",2,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Indian White-eye",11,NA,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Nilgiri Flowerpecker",11,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","074500","Crimson-backed Sunbird",9,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Gray Junglefowl",1,NA,"H","Gallus sonneratii","GRJU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Vernal Hanging-Parrot",20,NA,"H","Loriculus vernalis","VHPA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","White-cheeked Barbet",24,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Orange Minivet",1,NA,"H","Pericrocotus flammeus","ORMI","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Red-whiskered Bulbul",23,NA,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Common Tailorbird",2,NA,"H","Orthotomus sutorius","COTA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Blyth's Reed Warbler",5,NA,"H","Acrocephalus dumetorum","BRWA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Greenish Warbler",12,NA,"H","Phylloscopus trochiloides","GRWA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Indian Scimitar-Babbler",3,NA,"H","Pomatorhinus horsfieldii","ISBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Indian White-eye",7,NA,"H","Zosterops palpebrosus","IWEY","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Malabar Whistling-Thrush",5,NA,"H","Myophonus horsfieldii","MWTH","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Indian Blue Robin",2,NA,"H","Larvivora brunnea","IBRO","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Asian Fairy-bluebird",2,NA,"H","Irena puella","AFBL","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Nilgiri Flowerpecker",14,NA,"H","Dicaeum concolor","NIFP","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075000","Crimson-backed Sunbird",2,NA,"H","Leptocoma minima","CBSU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Gray Junglefowl",2,NA,"H","Gallus sonneratii","GRJU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Spotted Dove",7,NA,"H","Streptopelia chinensis","SPDO","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Vernal Hanging-Parrot",6,NA,"H","Loriculus vernalis","VHPA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","White-cheeked Barbet",18,NA,"H","Psilopogon viridis","WCBA","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Orange Minivet",2,NA,"H","Pericrocotus flammeus","ORMI","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","House Crow",4,NA,"H","Corvus splendens","HOCR","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Red-whiskered Bulbul",7,NA,"H","Pycnonotus jocosus","RWBU","7AM to 8AM","acoustic_data"
2020-12-08,"SEL107R","AR","074000","075500","Blyth's Reed Warbler",12,NA,"H","Acrocephalus dumetorum","BRWA","7AM to 8AM","acoustic_data"
